Kolom1,Kolom2,Kolom3,Kolom4
13:29:55,-134.845,0.0,0.0
13:29:55,-78.701,0.0,0.0
13:29:55,-127.033,0.0,0.0
13:29:55,-105.542,0.0,0.0
13:29:55,-92.727,0.0,0.0
13:29:55,-134.861,0.0,0.0
13:29:55,-79.077,0.0,0.0
13:29:55,-126.784,0.0,0.0
13:29:55,-105.5,0.0,0.0
13:29:55,-92.734,0.0,0.0
13:29:55,-134.504,0.0,0.0
13:29:55,-79.012,0.0,0.0
13:29:55,-126.631,0.0,0.0
13:29:55,-105.285,0.0,0.0
13:29:55,-93.133,0.0,0.0
13:29:55,-134.882,0.0,0.0
13:29:55,-79.553,0.0,0.0
13:29:55,-126.596,0.0,0.0
13:29:55,-105.006,0.0,0.0
13:29:55,-92.549,0.0,0.0
13:29:55,-133.47,0.0,0.0
13:29:55,-78.061,0.0,0.0
13:29:55,-124.814,0.0,0.0
13:29:55,-103.763,0.0,0.0
13:29:55,-91.901,0.0,0.0
13:29:55,-133.626,0.0,0.0
13:29:55,-79.35,0.0,0.0
13:29:55,-127.381,0.0,0.0
13:29:55,-105.634,0.0,0.0
13:29:55,-94.067,0.0,0.0
13:29:55,-135.537,0.0,0.0
13:29:55,-80.045,0.0,0.0
13:29:55,-128.012,0.0,0.0
13:29:55,-106.102,0.0,0.0
13:29:56,-95.822,0.0,0.0
13:29:56,-137.957,0.0,0.0
13:29:56,-80.994,0.0,0.0
13:29:56,-125.532,0.0,0.0
13:29:56,-101.802,0.0,0.0
13:29:56,-92.679,0.0,0.0
13:29:56,-137.099,0.0,0.0
13:29:56,-81.875,0.0,0.0
13:29:56,-129.224,0.0,0.0
13:29:56,-106.374,0.0,0.0
13:29:56,-95.015,0.0,0.0
13:29:56,-136.318,0.0,0.0
13:29:56,-80.83,0.0,0.0
13:29:56,-128.89,0.0,0.0
13:29:56,-106.565,0.0,0.0
